17925	2962100995	ȘCOALA PRIMARĂ, SAT MOCEȘTI, COMUNA IORDĂCHEANU	SCOALA PRIMARA MOCESTI IORDACHEANU	MOCEŞTI	IORDĂCHEANU	PRAHOVA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17926	3762100521	ȘCOALA PRIMARĂ, SAT MORĂRENI	S04 MORĂRENI	MORĂRENI	ALEXANDRU VLAHUŢĂ	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17927	1062105989	ŞCOALA PRIMARĂ SAT MUCEŞTI-DĂNULEŞTI COMUNA BUDA	ŞC.PRIM. MUCEŞTI DĂNULEŞTI	MUCEŞTI-DĂNULEŞTI	BUDA	BUZĂU	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17928	3762101825	ȘCOALA PRIMARĂ, SAT MUȘATA	S04 MUȘATA	MUŞATA	BEREZENI	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17929	1062106081	ŞCOALA PRIMARĂ SAT NEGOŞNA COMUNA CĂNESTI	ŞC.PRIM. NEGOŞINA	NEGOŞINA	CĂNEŞTI	BUZĂU	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17930	1062101723	ŞCOALA PRIMARĂ SAT NEHOIAŞULUI ORAŞ NEHOIU	ŞC. PRIMARĂ NEHOIAŞU	NEHOIAŞU	ORAŞ NEHOIU	BUZĂU	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17931	1062102914	ŞCOALA PRIMARĂ SAT NICULEŞTI COMUNA VINTILA VODĂ	ŞC. PRIM. NICULEŞTI VINTILĂ VODĂ	NICULEŞTI	VINTILĂ VODĂ	BUZĂU	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17932	2962103112	ȘCOALA PRIMARĂ, SAT NISIPOASA, COMUNA PLOPU	SCOALA PRIMARA NISIPOASA PLOPU	NISIPOASA	PLOPU	PRAHOVA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17933	2962104113	ȘCOALA PRIMARĂ, SAT NUCET, COMUNA GORNET	SCOALA PRIMARA NUCET GORNET	NUCET	GORNET	PRAHOVA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17934	3762102523	ȘCOALA PRIMARĂ, SAT OBÂRȘENI	S04 OBÂRȘENI	OBÂRŞENI	VOINEŞTI	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17935	2962105765	ȘCOALA PRIMARĂ, SAT ODĂILE, COMUNA PUCHENII MARI	SCOALA PRIMARA ODAILE PUCHENII MARI	ODĂILE	PUCHENII MARI	PRAHOVA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17936	1062105225	ŞCOALA PRIMARĂ SAT OLARI COMUNA CALVINI	ŞC.PRIM. OLARI	OLARI	CALVINI	BUZĂU	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17937	2962105408	ȘCOALA PRIMARĂ, SAT OLARII VECHI, COMUNA OLARI	SCOALA PRIMARA OLARII VECHI	OLARII VECHI	OLARI	PRAHOVA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17938	3762106459	ȘCOALA PRIMARĂ, SAT OLTENEȘTI	S04 OLTENEȘTI	OLTENEŞTI	OLTENEŞTI	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17939	3762103076	ȘCOALA PRIMARĂ, SAT OȚELENI	S04 OȚELENI	OŢELENI	HOCENI	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17940	3762102758	ȘCOALA PRIMARĂ, SAT OȚETOAIA	S04 OȚETOAIA	OŢETOAIA	LUNCA BANULUI	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17941	2962106002	ȘCOALA PRIMARĂ, SAT PALANCA, COMUNA RÂFOV	SCOALA PRIMARA PALANCA RÂFOV	PALANCA	RÂFOV	PRAHOVA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17942	2962106377	ȘCOALA PRIMARĂ, SAT PANTAZI, COMUNA VALEA CĂLUGĂREASCĂ	SCOALA PRIMARA PANTAZI VALEA CLG.	PANTAZI	VALEA CĂLUGĂREASCĂ	PRAHOVA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17943	3762100281	ȘCOALA PRIMARĂ, SAT PĂDURENI	S04 PĂDURENI	PĂDURENI	OŞEŞTI	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17944	1062102059	ŞCOALA PRIMARĂ SAT PĂLICI COMUNA VIPEREŞTI	ŞC. PRIMARĂ PĂLICI VIPEREŞTI	PĂLICI	VIPEREŞTI	BUZĂU	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17945	3762101897	ȘCOALA PRIMARĂ, SAT PĂLTINIȘ	S04 PĂLTINIȘ	PĂLTINIŞ	BĂCEŞTI	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17946	1062106045	ȘCOALA PRIMARĂ SAT PĂLTINIȘ COMUNA GURA TEGHII	ȘC. PRIMARĂ. PĂLTINIȘ GURA TEGHII	PĂLTINIŞ	GURA TEGHII	BUZĂU	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17947	3762102713	ȘCOALA PRIMARĂ, SAT PERIENI	S04 PERIENI	PERIENI	PERIENI	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17948	2962103641	ȘCOALA PRIMARĂ, SAT PISCULEȘTI, COMUNA TINOSU	SCOALA PRIMARA PISCULESTI TINOSU	PISCULEŞTI	TINOSU	PRAHOVA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17949	3762101246	ȘCOALA PRIMARĂ, SAT PLOPOASA	S04 PLOPOASA	PLOPOASA	TODIREŞTI	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17950	1062105709	ȘCOALA PRIMARĂ SAT PLOȘTINA COMUNA LOPĂTARI	ȘC. PRIMARĂ PLOȘTINA LOPĂTARI	PLOŞTINA	LOPĂTARI	BUZĂU	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17951	3762103447	ȘCOALA PRIMARĂ, SAT POIANA PIETREI	S04 POIANA PIETREI	POIANA PIETREI	DRAGOMIREŞTI	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17952	2962105186	ȘCOALA PRIMARĂ, SAT POIANA VĂRBILĂU, COMUNA VĂRBILĂU	SCOALA PRIMARA POIANA VARBILAU	POIANA VĂRBILĂU	VĂRBILĂU	PRAHOVA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17953	2962103953	ȘCOALA PRIMARĂ, SAT POIENARII RALI, COMUNA POIENARII BURCHII	SCOALA PRIMARA POIENARII RALI	POIENARII RALI	POIENARII BURCHII	PRAHOVA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17954	1062101438	ŞCOALA PRIMARĂ SAT POLICIORI COMUNA SCORŢOASA	ŞC.PRIM. POLICIORI SCORŢOASA	POLICIORI	SCORŢOASA	BUZĂU	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17955	3762106857	ȘCOALA PRIMARĂ, SAT POPEȘTI	S04 POPEȘTI	POPEŞTI	DRAGOMIREŞTI	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17956	3762100729	ȘCOALA PRIMARĂ, SAT PORTARI	S04 PORTARI	PORTARI	ZĂPODENI	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17957	1062106054	ŞCOALA PRIMARĂ SAT POŞTA COMUNA TOPLICENI	ŞC.PRIM.POŞTA TOPLICENI	TOPLICENI	TOPLICENI	BUZĂU	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17958	2962103623	ȘCOALA PRIMARĂ, SAT PREDEȘTI, COMUNA TINOSU	SCOALA PRIMARA PREDESTI TINOSU	PREDEŞTI	TINOSU	PRAHOVA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17959	3762107225	ȘCOALA PRIMARĂ, SAT RACOVIȚA	S04 RACOVIȚA	RACOVIŢA	GÂRCENI	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17960	2962106635	ȘCOALA PRIMARĂ, SAT RAHOVA, COMUNA PODENII NOI	SCOALA PRIMARA RAHOVA PODENII NOI	RAHOVA	PODENII NOI	PRAHOVA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17961	3762102202	ȘCOALA PRIMARĂ, SAT RAIU	S04 RAIU	RAIU	ORAŞ MURGENI	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17962	3762102351	ȘCOALA PRIMARĂ, SAT RATEȘU CUZEI	S04 RATEȘU CUZEI	RATEŞU CUZEI	REBRICEA	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17963	3762107971	ȘCOALA PRIMARĂ, SAT RĂȘCANI	S04 RASCANI	RĂŞCANI	DĂNEŞTI	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17964	3762101011	ȘCOALA PRIMARĂ, SAT RÂȘNIȚA	S04 RÂȘNIȚA	RÂŞNIŢA	LAZA	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17965	1062105338	ŞCOALA PRIMARĂ SAT RECEA COMUNA BISOCA	ŞC.PRIM RECEA	RECEA	BISOCA	BUZĂU	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17966	3762106509	ȘCOALA PRIMARĂ, SAT REDIU GALIAN	S04 REDIU GALIAN	REDIU GALIAN	CODĂEŞTI	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17967	3762100982	ȘCOALA PRIMARĂ, SAT ROȘIEȘTI	S04 ROȘIEȘTI	ROŞIEŞTI	ROŞIEŞTI	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17968	1062102724	ŞCOALA PRIMARĂ SAT ROŞIORU COMUNA COCHIRLEANCA	ŞC. PRIM. ROŞIORU COCHIRLEANCA	ROŞIORU	COCHIRLEANCA	BUZĂU	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17969	2962104927	ȘCOALA PRIMARĂ, SAT ROTARI, COMUNA CEPTURA	SCOALA ROTARI CEPTURA	ROTARI	CEPTURA	PRAHOVA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17970	1062105288	ŞCOALA PRIMARĂ SAT RUDARI COMUNA BISOCA	ŞC.PRIM. RUDARI BISOCA	SĂRILE	BISOCA	BUZĂU	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17971	1062102118	ŞCOALA PRIMARĂ SAT RUŞAVĂŢ COMUNA VIPEREŞTI	ŞC. PRIMARĂ RUŞAVĂŢ VIPEREŞTI	RUŞAVĂŢ	VIPEREŞTI	BUZĂU	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17972	3762106604	ȘCOALA PRIMARĂ, SAT RUȘI	S04 RUȘI	RUŞI	PUIEŞTI	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17973	3762102333	ȘCOALA PRIMARĂ, SAT SASOVA	S04 SASOVA	SASOVA	REBRICEA	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17974	3762105544	ȘCOALA PRIMARĂ, SAT SATU NOU	S04 SATU NOU	SATU NOU	MUNTENII DE SUS	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17975	1062103933	ŞCOALA PRIMARĂ SAT SATU VECHI COMUNA MÂNZĂLEŞTI	ŞC. PRIMARĂ SATU VECHI MÂNZĂLEŞTI	SATU VECHI	MÂNZĂLEŞTI	BUZĂU	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17976	2962105833	ȘCOALA PRIMARĂ, SAT SATUL BANULUI, COMUNA MĂGURENI	SCOALA PRIMARA SATUL BANULUI MAGURENI	MĂGURENI	MĂGURENI	PRAHOVA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17977	1062102145	ȘCOALA PRIMARĂ SAT SĂLCIOARA COMUNA GHERGHEASA	ȘC. PRIMARĂ SĂLCIOARA	SĂLCIOARA	GHERGHEASA	BUZĂU	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17978	1062103205	ŞCOALA PRIMARĂ SAT SIBICIU DE SUS ORAŞ PĂTÂRLAGELE	ŞC. PRIMARĂ SIBICIU DE SUS PĂTÂRLAGELE	SIBICIU DE SUS	ORAŞ PĂTÂRLAGELE	BUZĂU	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17979	2962106038	ȘCOALA PRIMARĂ, SAT SICRITA, COMUNA RÂFOV	SCOALA PRIMARA SICRITA RÂFOV	SICRITA	RÂFOV	PRAHOVA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17980	3762101608	ȘCOALA PRIMARĂ, SAT SILIȘTEA	S04 SILIȘTEA	SILIŞTEA	IANA	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17981	3762105666	ȘCOALA PRIMARĂ, SAT SIMILA	S04 SIMILA	SIMILA	ZORLENI	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17982	3762107216	ȘCOALA PRIMARĂ, SAT SLOBOZIA	S04 SLOBOZIA	SLOBOZIA	GÂRCENI	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17983	1062103829	ȘCOALA PRIMARĂ SAT SMÂRDAN COMUNA BRĂDEANU	ȘC PRIMARĂ SMÂRDAN BRĂDEANU	SMÂRDAN	BRĂDEANU	BUZĂU	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17984	1062102665	ŞCOALA PRIMARĂ SAT SOREŞTI COMUNA BLĂJANI	ŞC.PRIM. SOREŞTI	SOREŞTI	BLĂJANI	BUZĂU	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17985	3762102514	ȘCOALA PRIMARĂ, SAT STÂNCĂȘENI	S04 STÂNCĂȘENI	STÂNCĂŞENI	VOINEŞTI	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17986	3762101314	ȘCOALA PRIMARĂ, SAT STEJARU	S04 STEJARU	STEJARU	PUNGEŞTI	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17987	3762103881	ȘCOALA PRIMARĂ, SAT STOIȘEȘTI	S04 STOIȘEȘTI	STOIŞEŞTI	BANCA	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17988	1062102516	ŞCOALA PRIMARĂ SAT STREZENI COMUNA TISĂU	ŞC.PRIM. STREZENI TISĂU	STREZENI	TISĂU	BUZĂU	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17989	3762101834	ȘCOALA PRIMARĂ, SAT STUHULEȚ	S04 STUHULEȚ	STUHULEŢ	BEREZENI	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17990	1062100107	ŞCOALA PRIMARĂ sat SUDIŢI COMUNA POŞTA CÂLNĂU	ŞC.PRIM SUDIŢI POŞTA CÂLNĂU	SUDIŢI	POŞTA CÂLNĂU	BUZĂU	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17991	3762102134	ȘCOALA PRIMARĂ, SAT SUSENI	S04 SUSENI	SUSENI	BĂCANI	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17992	3762102482	ȘCOALA PRIMARĂ, SAT TATOMIREȘTI	S04 TATOMIREȘTI	TATOMIREŞTI	REBRICEA	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17993	3762105951	ȘCOALA PRIMARĂ, SAT TEIȘORU	S04 TEIȘORU	TEIŞORU	PUŞCAŞI	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17994	3762100756	ȘCOALA PRIMARĂ, SAT TELEJNA	S04 TELEJNA	TELEJNA	ZĂPODENI	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17995	1062105614	ȘCOALA PRIMARĂ SAT TERCA COMUNA LOPĂTARI	ȘC. PRIMARĂ TERCA LOPĂTARI	TERCA	LOPĂTARI	BUZĂU	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17996	3762101341	ȘCOALA PRIMARĂ, SAT TOPORĂȘTI	S04 TOPORĂȘTI	TOPORĂŞTI	PUNGEŞTI	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17997	2962106196	ȘCOALA PRIMARĂ, SAT TRENU, COMUNA CHIOJDEANCA	SCOALA PRIMARA TRENU CHIOJDEANCA	TRENU	CHIOJDEANCA	PRAHOVA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17998	1062103951	ŞCOALA PRIMARĂ SAT TRESTIOARA COMUNA MÂNZĂLEŞTI	ŞC. PRIMARĂ TRESTIOARA MÂNZĂLEŞTI	TRESTIOARA	MÂNZĂLEŞTI	BUZĂU	Arondată	Unitate de învățământ	Publică de interes naţional şi local
17999	3762107139	ȘCOALA PRIMARĂ, SAT TROHAN	S04 TROHAN	TROHAN	GÂRCENI	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
18000	1062102077	ŞCOALA PRIMARĂ SAT TRONARI COMUNA VIPEREŞTI	ŞC. PRIMARĂ TRONARI VIPEREŞTI	TRONARI	VIPEREŞTI	BUZĂU	Arondată	Unitate de învățământ	Publică de interes naţional şi local
18001	3762102265	ȘCOALA PRIMARĂ, SAT TUFEȘTII DE JOS	S04 TUFEȘTII DE JOS	TUFEŞTII DE JOS	REBRICEA	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
18002	3762106866	ȘCOALA PRIMARĂ, SAT TULEȘTI	S04 TULEȘTI	TULEŞTI	DRAGOMIREŞTI	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
18003	3762102048	ȘCOALA PRIMARĂ, SAT TUNSEȘTI	S04 TUNSEȘTI	TUNSEŞTI	BOGDĂNIŢA	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
18004	3762105286	ȘCOALA PRIMARĂ, SAT TUPILAȚI	S04 TUPILAȚI	TUPILAŢI	GĂGEŞTI	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
18005	2962104375	ȘCOALA PRIMARĂ, SAT ȚIPĂREȘTI, COMUNA COCORĂȘTII MISLII	SCOALA PRIMARA TIPARESTI COC. MISL.	ŢIPĂREŞTI	COCORĂŞTII MISLII	PRAHOVA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
18006	3762101576	ȘCOALA PRIMARĂ, SAT ȚUȚCANI	S04 ȚUȚCANI	ŢUŢCANI	MĂLUŞTENI	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
18007	3762103809	ȘCOALA PRIMARĂ, SAT ULEA	S04 ULEA	ULEA	BOGDĂNEŞTI	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
18008	3762100747	ȘCOALA PRIMARĂ, SAT UNCEȘTI	S04 UNCEȘTI	UNCEŞTI	ZĂPODENI	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
18009	3762103542	ȘCOALA PRIMARĂ, SAT URLAȚI	S04 URLAȚI	URLAŢI	DIMITRIE CANTEMIR	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
18010	3762101617	ȘCOALA PRIMARĂ, SAT VADURILE	S04 VADURILE	VADURILE	IANA	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
18011	1062103978	ŞCOALA PRIMARĂ SAT VALEA COTOAREI COMUNA MÂNZĂLEŞTI	ŞC. PRIMARĂ VALEA COTOAREI MÂNZĂLEŞTI	VALEA COTOAREI	MÂNZĂLEŞTI	BUZĂU	Arondată	Unitate de învățământ	Publică de interes naţional şi local
18012	1062101004	ŞCOALA PRIMARĂ SAT VALEA LARGĂ COMUNA SĂRULEŞTI	ŞC.PRIM. VALEA LARGĂ SĂRULEŞTI	VALEA LARGĂ-SĂRULEŞTI	SĂRULEŞTI	BUZĂU	Arondată	Unitate de învățământ	Publică de interes naţional şi local
18013	3762100896	ȘCOALA PRIMARĂ, SAT VALEA LUI DARIE	S04 VALEA LUI DARIE	VALEA LUI DARIE	ROŞIEŞTI	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
18014	3762106762	ȘCOALA PRIMARĂ, SAT VALEA MARE	S04 VALEA MARE	VALEA MARE	DUMEŞTI	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
18015	3762102464	ȘCOALA PRIMARĂ, SAT VALEA MARE	S04 VALEA MARE	VALEA MARE	ORAŞ NEGREŞTI	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
18016	3762102853	ȘCOALA PRIMARĂ, SAT VALEA MARE	S04 VALEA MARE	VALEA MARE	IVĂNEŞTI	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
18017	1062102421	ŞCOALA PRIMARĂ SAT VALEA PĂRULUI COMUNA BECENI	ŞC. PRIMARĂ VL. PĂRULUI	VALEA PĂRULUI	BECENI	BUZĂU	Arondată	Unitate de învățământ	Publică de interes naţional şi local
18018	2962106436	ȘCOALA PRIMARĂ, SAT VALEA SCREZII, COMUNA POSEȘTI	SCOALA PRIMARA VALEA SCREZII	VALEA SCREZII	POSEŞTI	PRAHOVA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
18019	1062106036	ȘCOALA PRIMARĂ SAT VARLAAM COMUNA GURA TEGHII	ȘC. PRIMARĂ VARLAAM	VARLAAM	GURA TEGHII	BUZĂU	Arondată	Unitate de învățământ	Publică de interes naţional şi local
18020	1062106113	ȘCOALA PRIMARĂ SAT VĂCĂREASCA COMUNA GLODEANU SILIȘTEA	ȘC. PRIMARĂ. VĂCĂREASCA	VĂCĂREASCA	GLODEANU-SILIŞTEA	BUZĂU	Arondată	Unitate de învățământ	Publică de interes naţional şi local
18021	1062101596	ŞCOALA PRIMARĂ SAT VIZIRENI COMUNA C.A.ROSETTI	ŞC.PRIM.VIZIRENI	VIZIRENI	C.A. ROSETTI	BUZĂU	Arondată	Unitate de învățământ	Publică de interes naţional şi local
18022	2962100552	ȘCOALA PRIMARĂ, SAT VÎLCELELE, COMUNA COLCEAG	SCOALA PRIMARA VILCELELE COLCEAG	VÂLCELELE	COLCEAG	PRAHOVA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
18023	1062103404	ŞCOALA PRIMARĂ SAT ZAHAREŞTI COMUNA PĂNĂTĂU	ŞC. PRIMARĂ ZAHAREŞTI PĂNĂTĂU	ZAHAREŞTI	PĂNĂTĂU	BUZĂU	Arondată	Unitate de învățământ	Publică de interes naţional şi local
18024	2962103772	ȘCOALA PRIMARĂ, SAT ZALHANAUA, COMUNA MĂNEȘTI	SCOALA PRIMARA ZALHANAUA MANESTI	ZALHANAUA	MĂNEŞTI	PRAHOVA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
18025	2962105548	ȘCOALA PRIMARĂ, SAT ZĂNOAGA, COMUNA DUMBRAVA	SCOALA PRIMARA ZANOAGA DUMBRAVA	ZĂNOAGA	DUMBRAVA	PRAHOVA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
18026	1062100568	ŞCOALA PRIMARĂ SAT ZĂRNEŞTI COMUNA CERNĂTEŞTI	ŞC. PRIM. ZĂRNEŞTI COM. CERNĂTEŞTI	ZĂRNEŞTII DE SLĂNIC	CERNĂTEŞTI	BUZĂU	Arondată	Unitate de învățământ	Publică de interes naţional şi local
18027	3762106278	ȘCOALA PRIMARĂ, SAT ZGURA	S04 ZGURA	ZGURA	OLTENEŞTI	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
18028	1062100134	ŞCOALA PRIMARĂ sat ZILIŞTEANCA COMUNA POŞTA CÂLNĂU	ŞC.PRIM. ZILIŞTEANCA POŞTA CÂLNĂU	ZILIŞTEANCA	POŞTA CÂLNĂU	BUZĂU	Arondată	Unitate de învățământ	Publică de interes naţional şi local
18029	3762104014	ȘCOALA PRIMARĂ, SAT 1 DECEMBRIE	S04 1 DECEMBRIE	1 DECEMBRIE	BANCA	VASLUI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
18030	1162100277	ŞCOALA PRIMARĂ SAT-BĂTRÂN	SO4 SAT BATRIN	SAT BĂTRÂN	ARMENIŞ	CARAŞ-SEVERIN	Arondată	Unitate de învățământ	Publică de interes naţional şi local
18031	3062103141	ȘCOALA PRIMARĂ SATU MIC	S04 SATU MIC	SATU MIC	CRAIDOROLŢ	SATU MARE	Arondată	Unitate de învățământ	Publică de interes naţional şi local
18032	2262101265	ȘCOALA PRIMARĂ, SATU NOU	SC PRI SATU NOU	PRISĂCANI	PRISĂCANI	IAŞI	Arondată	Unitate de învățământ	Publică de interes naţional şi local
18033	2662106626	ȘCOALA PRIMARĂ SATU NOU	ŞC. PRIM. SATU NOU	SATU NOU	GHEORGHE DOJA	MUREŞ	Arondată	Unitate de învățământ	Publică de interes naţional şi local
18034	1962100202	ȘCOALA PRIMARĂ SATU NOU	S04 SATU NOU	SATU NOU	OCLAND	HARGHITA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
18035	1562102992	ȘCOALA PRIMARĂ SATU NOU CORBII MARI	ȘCOALA PRIMARĂ SATU NOU CORBII MARI	SATU NOU	CORBII MARI	DÂMBOVIŢA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
18036	1262101394	ȘCOALA PRIMARĂ SAVA, COM. PALATCA	ȘCOALA PRIMARĂ SAVA, COM. PALATCA	SAVA	PĂLATCA	CLUJ	Arondată	Unitate de învățământ	Publică de interes naţional şi local
18037	2662101693	ȘCOALA PRIMARĂ SĂCALU DE PĂDURE	ŞC. PRIM. SĂCALU DE PĂDURE	SĂCALU DE PĂDURE	BRÂNCOVENEŞTI	MUREŞ	Arondată	Unitate de învățământ	Publică de interes naţional şi local
18038	2662100398	ȘCOALA PRIMARĂ SĂCARENI	ŞC. PRIM. SĂCĂRENI	SĂCĂRENI	ERNEI	MUREŞ	Arondată	Unitate de învățământ	Publică de interes naţional şi local
18039	3262100759	ŞCOALA PRIMARĂ SĂCĂDATE	SC PRIM SĂCĂDATE	SĂCĂDATE	ORAŞ AVRIG	SIBIU	Arondată	Unitate de învățământ	Publică de interes naţional şi local
18040	2662108085	ȘCOALA PRIMARĂ SĂCĂDATU DE JOS	ŞC. PRIM. SĂCĂDATU DE JOS	SĂCĂDAT	ORAŞ SOVATA	MUREŞ	Arondată	Unitate de învățământ	Publică de interes naţional şi local
18041	1262100393	ȘCOALA PRIMARĂ SĂCĂLAIA, COM. FIZEȘU GHERLII	ȘCOALA PRIMARĂ SĂCĂLAIA, COM. FIZEȘU GHERLII	SĂCĂLAIA	FIZEŞU GHERLII	CLUJ	Arondată	Unitate de învățământ	Publică de interes naţional şi local
18042	2762103047	ȘCOALA PRIMARĂ SĂCĂLUȘEȘTI, COMUNA AGAPIA	ȘC PRIM, SĂCĂLUȘEȘTI	SĂCĂLUŞEŞTI	AGAPIA	NEAMŢ	Arondată	Unitate de învățământ	Publică de interes naţional şi local
18043	3362106212	ȘCOALA PRIMARĂ SĂCUȚA	ȘCOALA PRIMARĂ SĂCUȚA	SĂCUŢA	BOROAIA	SUCEAVA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
18044	3362106474	ȘCOALA PRIMARĂ SĂLĂGENI	ȘCOALA PRIMARĂ SĂLĂGENI	SĂLĂGENI	DUMBRĂVENI	SUCEAVA	Arondată	Unitate de învățământ	Publică de interes naţional şi local
18045	3562104207	ȘCOALA PRIMARĂ SĂLBĂGEL	SC.PRIM.SALBAGEL GAVOJDIA	SĂLBĂGEL	GAVOJDIA	TIMIŞ	Arondată	Unitate de învățământ	Publică de interes naţional şi local
